actor_user_id,target_user_id,event_type,surface,dwell_time_ms,created_at
18,962,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:38.910698
18,962,DWELL_RECORDED,FULL_PROFILE,51870,2026-04-27T21:14:38.912212
18,749,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:39.056339
18,795,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:39.226725
18,1001,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:39.517950
18,1001,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:39.519754
18,1001,DWELL_RECORDED,FULL_PROFILE,34536,2026-04-27T21:14:39.521296
18,956,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:39.662853
18,416,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:39.796323
18,416,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:39.797909
18,416,DWELL_RECORDED,FULL_PROFILE,51121,2026-04-27T21:14:39.799281
19,333,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:40.280294
19,333,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:40.281690
19,333,DWELL_RECORDED,FULL_PROFILE,54553,2026-04-27T21:14:40.282726
19,926,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:40.525440
19,629,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:40.668903
19,629,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:40.670455
19,629,DWELL_RECORDED,FULL_PROFILE,59195,2026-04-27T21:14:40.671877
19,473,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:40.811934
19,473,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:40.813435
19,473,DWELL_RECORDED,FULL_PROFILE,46630,2026-04-27T21:14:40.814159
19,911,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:40.953896
19,911,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:40.956039
19,911,DWELL_RECORDED,FULL_PROFILE,60253,2026-04-27T21:14:40.957286
19,41,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:41.097647
19,41,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:41.099418
19,41,DWELL_RECORDED,FULL_PROFILE,44402,2026-04-27T21:14:41.100868
19,55,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:41.286856
19,55,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:41.288227
19,55,DWELL_RECORDED,FULL_PROFILE,60912,2026-04-27T21:14:41.289517
19,13,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:41.426984
19,13,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:41.466847
19,13,DWELL_RECORDED,FULL_PROFILE,34513,2026-04-27T21:14:41.472253
19,365,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:41.633790
19,365,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:41.635578
19,365,DWELL_RECORDED,FULL_PROFILE,60149,2026-04-27T21:14:41.636620
19,696,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:41.787624
19,696,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:41.789223
19,696,DWELL_RECORDED,FULL_PROFILE,37703,2026-04-27T21:14:41.790580
19,463,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:42.170416
19,463,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:42.171835
19,463,DWELL_RECORDED,FULL_PROFILE,60066,2026-04-27T21:14:42.173136
19,556,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:42.321891
19,404,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:42.463346
19,404,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:42.465335
19,404,DWELL_RECORDED,FULL_PROFILE,31547,2026-04-27T21:14:42.466926
19,363,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:42.604112
19,363,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:42.605833
19,363,DWELL_RECORDED,FULL_PROFILE,52788,2026-04-27T21:14:42.607413
19,351,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:42.782759
19,351,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:42.784508
19,351,DWELL_RECORDED,FULL_PROFILE,30436,2026-04-27T21:14:42.785800
19,732,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:42.941694
19,732,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:42.943928
19,732,DWELL_RECORDED,FULL_PROFILE,42772,2026-04-27T21:14:42.945359
19,804,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:43.130345
19,804,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:43.132397
19,804,DWELL_RECORDED,FULL_PROFILE,51695,2026-04-27T21:14:43.134682
19,512,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:43.271071
19,512,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:43.272737
19,512,DWELL_RECORDED,FULL_PROFILE,56125,2026-04-27T21:14:43.274557
20,332,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:43.731209
20,332,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:43.732752
20,332,DWELL_RECORDED,FULL_PROFILE,19582,2026-04-27T21:14:43.734226
20,287,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:45.310390
20,938,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:45.448192
20,241,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:46.153734
20,63,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:46.817315
20,35,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:46.957731
20,35,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:46.959455
20,35,DWELL_RECORDED,FULL_PROFILE,46560,2026-04-27T21:14:46.960595
21,560,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:47.168073
21,57,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:47.300404
21,393,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:47.849939
21,305,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:48.197007
21,248,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:48.791473
21,869,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:48.990097
21,869,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:48.992091
21,869,DWELL_RECORDED,FULL_PROFILE,18300,2026-04-27T21:14:48.996580
21,143,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:49.194060
21,143,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:49.196069
21,143,DWELL_RECORDED,FULL_PROFILE,48420,2026-04-27T21:14:49.197933
21,826,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:49.546927
21,826,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:49.548518
21,826,DWELL_RECORDED,FULL_PROFILE,33142,2026-04-27T21:14:49.550449
21,859,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:49.838363
21,859,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:49.841051
21,859,DWELL_RECORDED,FULL_PROFILE,36434,2026-04-27T21:14:49.843221
21,51,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:50.263167
21,257,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:50.416787
21,257,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:50.453845
21,257,DWELL_RECORDED,FULL_PROFILE,40792,2026-04-27T21:14:50.455470
21,501,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:50.593362
21,501,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:50.594971
21,501,DWELL_RECORDED,FULL_PROFILE,28015,2026-04-27T21:14:50.596536
22,581,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:50.943440
22,581,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:50.945269
22,581,DWELL_RECORDED,FULL_PROFILE,43208,2026-04-27T21:14:50.946486
22,328,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:51.101255
22,860,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:51.245430
22,860,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:51.247128
22,860,DWELL_RECORDED,FULL_PROFILE,47348,2026-04-27T21:14:51.248631
22,280,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:51.681839
22,280,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:51.683568
22,280,DWELL_RECORDED,FULL_PROFILE,26924,2026-04-27T21:14:51.685688
22,569,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:51.821336
22,512,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:52.805348
22,512,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:52.807158
22,512,DWELL_RECORDED,FULL_PROFILE,34526,2026-04-27T21:14:52.808727
22,562,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:52.972499
22,260,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:53.138082
22,260,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:53.140033
22,260,DWELL_RECORDED,FULL_PROFILE,63845,2026-04-27T21:14:53.141732
22,225,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:53.618040
22,300,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:53.914463
22,300,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:53.916509
22,300,DWELL_RECORDED,FULL_PROFILE,50100,2026-04-27T21:14:53.918211
22,595,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:54.069354
23,390,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:54.285332
23,390,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:54.286549
23,390,DWELL_RECORDED,FULL_PROFILE,48021,2026-04-27T21:14:54.287446
23,583,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:54.429296
23,382,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:54.770041
23,258,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:54.930309
23,764,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:55.097065
23,764,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:55.099443
23,764,DWELL_RECORDED,FULL_PROFILE,41516,2026-04-27T21:14:55.100877
23,201,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:55.370392
23,201,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:55.372320
23,201,DWELL_RECORDED,FULL_PROFILE,19956,2026-04-27T21:14:55.374546
23,218,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:55.521321
23,218,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:55.522983
23,218,DWELL_RECORDED,FULL_PROFILE,19219,2026-04-27T21:14:55.524576
23,1007,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:55.668677
23,1007,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:55.671029
23,1007,DWELL_RECORDED,FULL_PROFILE,63833,2026-04-27T21:14:55.672754
23,345,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:55.945594
23,345,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:55.947218
23,345,DWELL_RECORDED,FULL_PROFILE,40054,2026-04-27T21:14:55.948686
23,54,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:56.387510
23,336,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:56.667343
23,336,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:56.669291
23,336,DWELL_RECORDED,FULL_PROFILE,26997,2026-04-27T21:14:56.670866
23,32,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:56.822809
23,32,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:56.824336
23,32,DWELL_RECORDED,FULL_PROFILE,32142,2026-04-27T21:14:56.825895
23,493,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:56.981233
23,493,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:56.983262
23,493,DWELL_RECORDED,FULL_PROFILE,17524,2026-04-27T21:14:56.984717
23,1008,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:57.264080
23,1008,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:57.266075
23,1008,DWELL_RECORDED,FULL_PROFILE,30997,2026-04-27T21:14:57.267753
23,975,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:57.423854
23,441,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:57.561475
24,883,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:58.069544
24,27,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:58.496263
24,27,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:58.497821
24,27,DWELL_RECORDED,FULL_PROFILE,55331,2026-04-27T21:14:58.499391
24,821,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:58.657254
24,821,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:58.659378
24,821,DWELL_RECORDED,FULL_PROFILE,32146,2026-04-27T21:14:58.661087
24,994,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:58.796101
24,800,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:58.946382
24,800,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:58.947849
24,800,DWELL_RECORDED,FULL_PROFILE,18918,2026-04-27T21:14:58.948689
24,459,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:59.331251
24,828,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:59.469105
24,828,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:59.470777
24,828,DWELL_RECORDED,FULL_PROFILE,44488,2026-04-27T21:14:59.472204
24,487,CARD_CLICK,FEED_CARD,,2026-04-27T21:14:59.929944
24,487,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:14:59.931771
24,487,DWELL_RECORDED,FULL_PROFILE,18739,2026-04-27T21:14:59.933282
24,131,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:00.093286
24,131,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:00.095262
24,131,DWELL_RECORDED,FULL_PROFILE,45307,2026-04-27T21:15:00.096840
24,686,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:00.359535
24,686,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:00.361374
24,686,DWELL_RECORDED,FULL_PROFILE,48339,2026-04-27T21:15:00.363104
24,824,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:00.642171
25,746,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:01.027290
25,746,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:01.029141
25,746,DWELL_RECORDED,FULL_PROFILE,55596,2026-04-27T21:15:01.030895
25,501,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:01.178132
25,501,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:01.179960
25,501,DWELL_RECORDED,FULL_PROFILE,30749,2026-04-27T21:15:01.181702
25,398,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:01.639096
25,398,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:01.640725
25,398,DWELL_RECORDED,FULL_PROFILE,47981,2026-04-27T21:15:01.642370
25,798,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:01.809202
25,798,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:01.811097
25,798,DWELL_RECORDED,FULL_PROFILE,54932,2026-04-27T21:15:01.812753
25,991,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:02.078833
25,991,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:02.080447
25,991,DWELL_RECORDED,FULL_PROFILE,40130,2026-04-27T21:15:02.081600
25,813,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:02.247512
25,813,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:02.248743
25,813,DWELL_RECORDED,FULL_PROFILE,10558,2026-04-27T21:15:02.249685
25,248,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:02.406299
25,248,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:02.408066
25,248,DWELL_RECORDED,FULL_PROFILE,54989,2026-04-27T21:15:02.409660
25,129,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:02.665329
25,129,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:02.666966
25,129,DWELL_RECORDED,FULL_PROFILE,44412,2026-04-27T21:15:02.668085
25,157,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:02.836432
25,157,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:02.839160
25,157,DWELL_RECORDED,FULL_PROFILE,51864,2026-04-27T21:15:02.841242
25,192,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:03.121674
25,192,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:03.123365
25,192,DWELL_RECORDED,FULL_PROFILE,49070,2026-04-27T21:15:03.124787
25,842,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:03.283730
25,842,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:03.285822
25,842,DWELL_RECORDED,FULL_PROFILE,41539,2026-04-27T21:15:03.287125
25,430,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:03.628398
25,430,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:03.630525
25,430,DWELL_RECORDED,FULL_PROFILE,37814,2026-04-27T21:15:03.632367
25,907,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:03.811915
25,622,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:03.987092
25,622,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:03.991135
25,622,DWELL_RECORDED,FULL_PROFILE,53148,2026-04-27T21:15:03.992758
25,528,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:04.215356
25,528,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:04.217664
25,528,DWELL_RECORDED,FULL_PROFILE,32391,2026-04-27T21:15:04.219430
25,673,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:04.402896
25,673,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:04.404718
25,673,DWELL_RECORDED,FULL_PROFILE,26925,2026-04-27T21:15:04.406443
25,865,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:04.571118
25,797,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:04.745550
26,425,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:04.967801
26,425,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:04.969210
26,425,DWELL_RECORDED,FULL_PROFILE,42393,2026-04-27T21:15:04.970490
26,846,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:05.100716
26,846,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:05.102296
26,846,DWELL_RECORDED,FULL_PROFILE,60486,2026-04-27T21:15:05.103577
26,121,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:05.243424
26,176,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:05.406557
26,176,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:05.408118
26,176,DWELL_RECORDED,FULL_PROFILE,64462,2026-04-27T21:15:05.409220
26,480,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:05.800453
26,617,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:05.966158
26,617,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:05.968185
26,617,DWELL_RECORDED,FULL_PROFILE,63383,2026-04-27T21:15:05.970419
26,993,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:06.106119
26,993,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:06.107487
26,993,DWELL_RECORDED,FULL_PROFILE,64201,2026-04-27T21:15:06.108416
26,231,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:06.367194
26,231,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:06.369012
26,231,DWELL_RECORDED,FULL_PROFILE,61612,2026-04-27T21:15:06.370474
26,462,CARD_CLICK,FEED_CARD,,2026-04-27T21:15:06.543299
26,462,FULL_PROFILE_OPEN,FULL_PROFILE,,2026-04-27T21:15:06.545430
26,462,DWELL_RECORDED,FULL_PROFILE,41687,2026-04-27T21:15:06.547078
