actor_user_id,target_user_id,interaction_type,created_at
17,966,NO,2026-04-27T21:14:32.651423
17,520,NO,2026-04-27T21:14:32.769807
17,267,NO,2026-04-27T21:14:32.932888
17,905,NO,2026-04-27T21:14:33.116210
17,704,YES,2026-04-27T21:14:33.289245
17,321,YES,2026-04-27T21:14:33.845821
17,396,NO,2026-04-27T21:14:34.224424
17,277,NO,2026-04-27T21:14:34.570103
17,22,NO,2026-04-27T21:14:34.930555
17,567,NO,2026-04-27T21:14:35.122085
17,845,NO,2026-04-27T21:14:35.264473
17,761,YES,2026-04-27T21:14:35.408032
17,195,NO,2026-04-27T21:14:35.665771
17,181,NO,2026-04-27T21:14:35.828000
17,561,NO,2026-04-27T21:14:35.960561
17,275,NO,2026-04-27T21:14:36.118137
17,834,NO,2026-04-27T21:14:36.391203
17,733,NO,2026-04-27T21:14:36.574817
18,593,YES,2026-04-27T21:14:36.872589
18,432,NO,2026-04-27T21:14:37.057156
18,149,NO,2026-04-27T21:14:37.202945
18,160,NO,2026-04-27T21:14:37.342211
18,624,NO,2026-04-27T21:14:37.605889
18,558,NO,2026-04-27T21:14:37.899766
18,1021,NO,2026-04-27T21:14:38.063276
18,580,YES,2026-04-27T21:14:38.344647
18,512,NO,2026-04-27T21:14:38.480938
18,821,NO,2026-04-27T21:14:38.629676
18,474,NO,2026-04-27T21:14:38.770472
18,962,YES,2026-04-27T21:14:38.915010
18,749,NO,2026-04-27T21:14:39.057747
18,795,NO,2026-04-27T21:14:39.228506
18,478,NO,2026-04-27T21:14:39.373434
18,956,YES,2026-04-27T21:14:39.664505
18,416,YES,2026-04-27T21:14:39.800955
19,651,NO,2026-04-27T21:14:40.145514
19,333,YES,2026-04-27T21:14:40.284325
19,926,YES,2026-04-27T21:14:40.527819
19,629,SUPER_LIKE,2026-04-27T21:14:40.674672
19,473,YES,2026-04-27T21:14:40.816451
19,911,YES,2026-04-27T21:14:40.960131
19,41,YES,2026-04-27T21:14:41.141658
19,55,SUPER_LIKE,2026-04-27T21:14:41.291635
19,365,YES,2026-04-27T21:14:41.637327
19,312,YES,2026-04-27T21:14:42.030924
19,463,SUPER_LIKE,2026-04-27T21:14:42.174457
19,556,YES,2026-04-27T21:14:42.324217
19,404,NO,2026-04-27T21:14:42.468367
19,363,YES,2026-04-27T21:14:42.608861
19,732,YES,2026-04-27T21:14:42.946878
19,804,YES,2026-04-27T21:14:43.137140
19,512,YES,2026-04-27T21:14:43.277684
20,642,NO,2026-04-27T21:14:43.592524
20,332,NO,2026-04-27T21:14:43.735720
20,365,NO,2026-04-27T21:14:43.872546
20,13,NO,2026-04-27T21:14:44.044535
20,906,NO,2026-04-27T21:14:44.312299
20,800,NO,2026-04-27T21:14:44.449043
20,1015,NO,2026-04-27T21:14:44.773523
20,387,NO,2026-04-27T21:14:44.984342
20,886,NO,2026-04-27T21:14:45.174846
20,287,YES,2026-04-27T21:14:45.312012
20,880,NO,2026-04-27T21:14:45.587033
20,90,NO,2026-04-27T21:14:45.752896
20,976,NO,2026-04-27T21:14:45.893247
20,941,NO,2026-04-27T21:14:46.024278
20,808,NO,2026-04-27T21:14:46.303222
20,845,NO,2026-04-27T21:14:46.563719
20,63,NO,2026-04-27T21:14:46.819052
20,35,YES,2026-04-27T21:14:46.963430
21,560,NO,2026-04-27T21:14:47.169661
21,57,NO,2026-04-27T21:14:47.301672
21,879,NO,2026-04-27T21:14:47.451616
21,46,NO,2026-04-27T21:14:47.586008
21,393,NO,2026-04-27T21:14:47.852445
21,849,YES,2026-04-27T21:14:48.029798
21,305,NO,2026-04-27T21:14:48.198916
21,311,NO,2026-04-27T21:14:48.619045
21,869,NO,2026-04-27T21:14:48.998332
21,143,YES,2026-04-27T21:14:49.201521
21,381,NO,2026-04-27T21:14:49.403418
21,826,NO,2026-04-27T21:14:49.552369
21,957,NO,2026-04-27T21:14:49.991009
21,241,NO,2026-04-27T21:14:50.123056
21,51,NO,2026-04-27T21:14:50.264777
21,501,NO,2026-04-27T21:14:50.597588
21,881,NO,2026-04-27T21:14:50.734781
22,581,YES,2026-04-27T21:14:50.949882
22,328,YES,2026-04-27T21:14:51.103010
22,860,NO,2026-04-27T21:14:51.250425
22,436,NO,2026-04-27T21:14:51.427706
22,280,NO,2026-04-27T21:14:51.687202
22,917,NO,2026-04-27T21:14:51.965008
22,598,NO,2026-04-27T21:14:52.250435
22,884,NO,2026-04-27T21:14:52.393584
22,257,NO,2026-04-27T21:14:52.650723
22,512,YES,2026-04-27T21:14:52.811078
22,562,YES,2026-04-27T21:14:52.974558
22,260,YES,2026-04-27T21:14:53.143645
22,326,YES,2026-04-27T21:14:53.322648
22,266,NO,2026-04-27T21:14:53.475415
22,478,NO,2026-04-27T21:14:53.757844
22,300,SUPER_LIKE,2026-04-27T21:14:53.921568
22,595,NO,2026-04-27T21:14:54.070597
23,390,YES,2026-04-27T21:14:54.289494
23,29,NO,2026-04-27T21:14:54.614516
23,382,NO,2026-04-27T21:14:54.771526
23,258,NO,2026-04-27T21:14:54.932064
23,764,NO,2026-04-27T21:14:55.102187
23,201,NO,2026-04-27T21:14:55.376230
23,218,NO,2026-04-27T21:14:55.525927
23,1007,YES,2026-04-27T21:14:55.674429
23,345,YES,2026-04-27T21:14:55.950058
23,158,NO,2026-04-27T21:14:56.097807
23,54,NO,2026-04-27T21:14:56.389023
23,167,NO,2026-04-27T21:14:56.518308
23,32,NO,2026-04-27T21:14:56.827674
23,493,NO,2026-04-27T21:14:56.986403
23,1008,NO,2026-04-27T21:14:57.269365
23,975,NO,2026-04-27T21:14:57.425161
23,441,NO,2026-04-27T21:14:57.563133
24,975,NO,2026-04-27T21:14:57.768338
24,624,YES,2026-04-27T21:14:57.906714
24,883,NO,2026-04-27T21:14:58.071329
24,161,NO,2026-04-27T21:14:58.217339
24,291,NO,2026-04-27T21:14:58.350362
24,27,SUPER_LIKE,2026-04-27T21:14:58.502267
24,994,NO,2026-04-27T21:14:58.797474
24,800,NO,2026-04-27T21:14:58.950090
24,753,NO,2026-04-27T21:14:59.085705
24,459,NO,2026-04-27T21:14:59.332678
24,828,YES,2026-04-27T21:14:59.473580
24,236,NO,2026-04-27T21:14:59.619814
24,974,NO,2026-04-27T21:14:59.773565
24,487,NO,2026-04-27T21:14:59.934692
24,131,YES,2026-04-27T21:15:00.098193
24,686,YES,2026-04-27T21:15:00.364858
24,609,YES,2026-04-27T21:15:00.502903
24,824,NO,2026-04-27T21:15:00.643727
24,590,NO,2026-04-27T21:15:00.790976
25,746,YES,2026-04-27T21:15:01.032316
25,501,NO,2026-04-27T21:15:01.183470
25,403,YES,2026-04-27T21:15:01.463507
25,398,NO,2026-04-27T21:15:01.643787
25,798,YES,2026-04-27T21:15:01.814517
25,813,NO,2026-04-27T21:15:02.251026
25,248,SUPER_LIKE,2026-04-27T21:15:02.411630
25,129,YES,2026-04-27T21:15:02.669757
25,157,YES,2026-04-27T21:15:02.844271
25,192,YES,2026-04-27T21:15:03.126338
25,842,YES,2026-04-27T21:15:03.289616
25,430,YES,2026-04-27T21:15:03.635806
25,622,YES,2026-04-27T21:15:03.994148
25,528,NO,2026-04-27T21:15:04.221252
25,673,NO,2026-04-27T21:15:04.407948
25,797,YES,2026-04-27T21:15:04.747296
26,846,SUPER_LIKE,2026-04-27T21:15:05.106277
26,176,YES,2026-04-27T21:15:05.410957
26,634,YES,2026-04-27T21:15:05.655591
26,480,NO,2026-04-27T21:15:05.802077
26,617,YES,2026-04-27T21:15:05.973451
26,993,SUPER_LIKE,2026-04-27T21:15:06.109130
26,940,NO,2026-04-27T21:15:06.238485
26,231,YES,2026-04-27T21:15:06.371878
26,37,NO,2026-04-27T21:15:06.692711
26,825,NO,2026-04-27T21:15:06.823799
26,385,NO,2026-04-27T21:15:07.080065
26,365,SUPER_LIKE,2026-04-27T21:15:07.228886
26,81,NO,2026-04-27T21:15:07.375261
26,70,NO,2026-04-27T21:15:07.708257
26,237,NO,2026-04-27T21:15:07.871881
27,646,NO,2026-04-27T21:15:08.333660
27,84,NO,2026-04-27T21:15:08.470043
27,600,NO,2026-04-27T21:15:08.611944
27,209,NO,2026-04-27T21:15:08.757609
27,555,NO,2026-04-27T21:15:09.051906
27,42,NO,2026-04-27T21:15:09.321254
27,291,NO,2026-04-27T21:15:09.464373
27,631,YES,2026-04-27T21:15:09.627220
27,705,YES,2026-04-27T21:15:09.759438
27,330,NO,2026-04-27T21:15:10.021666
27,229,NO,2026-04-27T21:15:10.178630
27,807,NO,2026-04-27T21:15:10.433465
27,890,YES,2026-04-27T21:15:10.571717
27,204,YES,2026-04-27T21:15:10.742165
27,884,NO,2026-04-27T21:15:10.880935
27,243,NO,2026-04-27T21:15:11.019090
27,650,YES,2026-04-27T21:15:11.150253
27,1010,NO,2026-04-27T21:15:11.299850
27,259,SUPER_LIKE,2026-04-27T21:15:11.454791
28,270,NO,2026-04-27T21:15:11.670068
28,650,NO,2026-04-27T21:15:12.007443
28,851,YES,2026-04-27T21:15:12.177754
28,915,NO,2026-04-27T21:15:12.310291
28,866,NO,2026-04-27T21:15:12.455133
28,918,NO,2026-04-27T21:15:12.614211
28,202,NO,2026-04-27T21:15:12.749188
28,758,NO,2026-04-27T21:15:12.888930
28,985,NO,2026-04-27T21:15:13.025517
28,130,NO,2026-04-27T21:15:13.304687
28,731,NO,2026-04-27T21:15:13.436346
28,107,NO,2026-04-27T21:15:13.597422
28,111,NO,2026-04-27T21:15:13.888685
28,733,NO,2026-04-27T21:15:14.026920
28,59,NO,2026-04-27T21:15:14.175694
28,79,NO,2026-04-27T21:15:14.595842
28,521,NO,2026-04-27T21:15:14.730818
28,734,NO,2026-04-27T21:15:14.884331
29,770,NO,2026-04-27T21:15:15.097431
29,161,YES,2026-04-27T21:15:15.446382
29,564,YES,2026-04-27T21:15:15.814646
29,223,YES,2026-04-27T21:15:16.222184
29,513,NO,2026-04-27T21:15:16.625485
29,827,YES,2026-04-27T21:15:16.774237
29,304,YES,2026-04-27T21:15:16.905155
29,461,NO,2026-04-27T21:15:17.034106
29,290,YES,2026-04-27T21:15:17.316590
29,747,NO,2026-04-27T21:15:17.987204
29,215,NO,2026-04-27T21:15:18.128195
29,340,NO,2026-04-27T21:15:18.269164
30,336,NO,2026-04-27T21:15:18.677617
30,802,NO,2026-04-27T21:15:18.872842
30,573,NO,2026-04-27T21:15:19.085453
30,969,YES,2026-04-27T21:15:19.296712
30,168,NO,2026-04-27T21:15:19.456146
30,18,NO,2026-04-27T21:15:19.638968
30,23,NO,2026-04-27T21:15:19.837961
30,216,YES,2026-04-27T21:15:20.038146
30,945,SUPER_LIKE,2026-04-27T21:15:20.219448
30,334,NO,2026-04-27T21:15:20.569597
30,562,NO,2026-04-27T21:15:21.012808
30,715,NO,2026-04-27T21:15:21.152801
30,343,NO,2026-04-27T21:15:21.287923
30,388,NO,2026-04-27T21:15:21.551464
30,250,NO,2026-04-27T21:15:21.832114
31,879,YES,2026-04-27T21:15:22.356129
31,685,YES,2026-04-27T21:15:22.508021
31,516,YES,2026-04-27T21:15:22.669462
31,767,YES,2026-04-27T21:15:22.950251
31,832,YES,2026-04-27T21:15:23.105542
31,412,YES,2026-04-27T21:15:23.355071
31,598,YES,2026-04-27T21:15:23.488768
31,922,NO,2026-04-27T21:15:23.621226
31,401,YES,2026-04-27T21:15:23.750779
31,206,NO,2026-04-27T21:15:23.910308
31,805,NO,2026-04-27T21:15:24.052493
31,857,NO,2026-04-27T21:15:24.312953
31,387,NO,2026-04-27T21:15:24.465026
31,734,NO,2026-04-27T21:15:24.609584
31,128,YES,2026-04-27T21:15:24.743558
31,423,NO,2026-04-27T21:15:25.000916
31,443,YES,2026-04-27T21:15:25.136150
31,84,NO,2026-04-27T21:15:25.397402
31,256,YES,2026-04-27T21:15:25.561427
32,809,YES,2026-04-27T21:15:25.765965
32,391,YES,2026-04-27T21:15:26.033425
32,35,NO,2026-04-27T21:15:26.187047
32,881,NO,2026-04-27T21:15:26.327254
32,124,NO,2026-04-27T21:15:26.472222
32,79,NO,2026-04-27T21:15:26.609759
32,423,NO,2026-04-27T21:15:26.761605
32,271,YES,2026-04-27T21:15:26.904744
32,837,NO,2026-04-27T21:15:27.041961
32,832,NO,2026-04-27T21:15:27.316868
32,670,NO,2026-04-27T21:15:27.598057
32,138,NO,2026-04-27T21:15:27.725995
32,765,YES,2026-04-27T21:15:27.860838
32,308,YES,2026-04-27T21:15:28.154777
32,785,NO,2026-04-27T21:15:28.417819
32,328,NO,2026-04-27T21:15:28.563073
32,849,SUPER_LIKE,2026-04-27T21:15:28.708406
32,107,YES,2026-04-27T21:15:28.856604
33,344,SUPER_LIKE,2026-04-27T21:15:29.066173
33,565,NO,2026-04-27T21:15:29.222962
33,431,YES,2026-04-27T21:15:29.367767
33,684,NO,2026-04-27T21:15:29.501141
33,316,YES,2026-04-27T21:15:29.636983
33,564,NO,2026-04-27T21:15:30.298028
33,513,NO,2026-04-27T21:15:30.439738
33,676,NO,2026-04-27T21:15:30.579894
33,648,NO,2026-04-27T21:15:30.857563
33,235,NO,2026-04-27T21:15:31.144653
33,825,NO,2026-04-27T21:15:31.289099
33,904,SUPER_LIKE,2026-04-27T21:15:31.794541
33,665,NO,2026-04-27T21:15:31.943909
33,691,YES,2026-04-27T21:15:32.087245
33,218,NO,2026-04-27T21:15:32.223696
34,647,YES,2026-04-27T21:15:32.441181
34,485,YES,2026-04-27T21:15:32.579587
34,49,YES,2026-04-27T21:15:32.725587
34,410,YES,2026-04-27T21:15:32.861395
34,888,NO,2026-04-27T21:15:33.002169
34,777,YES,2026-04-27T21:15:33.159206
34,46,NO,2026-04-27T21:15:33.498947
34,119,NO,2026-04-27T21:15:34.026937
34,42,NO,2026-04-27T21:15:34.218174
34,101,YES,2026-04-27T21:15:34.413246
34,977,YES,2026-04-27T21:15:34.563478
34,942,YES,2026-04-27T21:15:34.709746
34,724,NO,2026-04-27T21:15:34.852903
34,964,NO,2026-04-27T21:15:34.983520
34,114,NO,2026-04-27T21:15:35.269375
34,886,NO,2026-04-27T21:15:35.414631
34,769,NO,2026-04-27T21:15:35.801673
35,388,NO,2026-04-27T21:15:36.009276
35,917,NO,2026-04-27T21:15:36.139691
35,360,NO,2026-04-27T21:15:36.523437
35,870,YES,2026-04-27T21:15:36.662310
35,59,SUPER_LIKE,2026-04-27T21:15:36.800588
35,632,NO,2026-04-27T21:15:37.073081
35,560,NO,2026-04-27T21:15:37.305309
35,367,NO,2026-04-27T21:15:37.457784
35,504,NO,2026-04-27T21:15:37.744696
35,366,NO,2026-04-27T21:15:37.877696
35,458,NO,2026-04-27T21:15:38.013226
35,543,NO,2026-04-27T21:15:38.169364
35,893,NO,2026-04-27T21:15:38.416729
35,172,NO,2026-04-27T21:15:38.549874
35,877,NO,2026-04-27T21:15:38.846122
35,150,NO,2026-04-27T21:15:38.979779
36,847,YES,2026-04-27T21:15:39.193281
36,283,NO,2026-04-27T21:15:39.746348
36,729,NO,2026-04-27T21:15:39.908871
36,275,YES,2026-04-27T21:15:40.072306
36,385,NO,2026-04-27T21:15:40.210520
36,86,YES,2026-04-27T21:15:40.517151
36,267,YES,2026-04-27T21:15:40.939292
36,560,YES,2026-04-27T21:15:41.086234
36,648,NO,2026-04-27T21:15:41.326362
36,810,NO,2026-04-27T21:15:41.471386
36,832,NO,2026-04-27T21:15:41.636590
36,552,YES,2026-04-27T21:15:41.774580
36,722,SUPER_LIKE,2026-04-27T21:15:42.038387
36,287,YES,2026-04-27T21:15:42.198206
37,593,YES,2026-04-27T21:15:42.409619
37,72,NO,2026-04-27T21:15:42.550477
37,815,YES,2026-04-27T21:15:42.688388
37,122,NO,2026-04-27T21:15:42.994516
37,27,NO,2026-04-27T21:15:43.133010
37,540,YES,2026-04-27T21:15:43.264770
37,699,YES,2026-04-27T21:15:43.524083
37,137,YES,2026-04-27T21:15:43.800399
37,631,YES,2026-04-27T21:15:44.063240
37,125,YES,2026-04-27T21:15:44.208506
37,364,NO,2026-04-27T21:15:44.346919
37,622,YES,2026-04-27T21:15:44.513329
37,1013,NO,2026-04-27T21:15:44.659124
37,604,YES,2026-04-27T21:15:44.789240
37,706,NO,2026-04-27T21:15:45.057399
37,339,NO,2026-04-27T21:15:45.202870
38,322,NO,2026-04-27T21:15:45.543010
38,981,NO,2026-04-27T21:15:45.687099
38,496,YES,2026-04-27T21:15:45.855107
38,702,NO,2026-04-27T21:15:45.994183
38,375,YES,2026-04-27T21:15:46.135921
38,248,NO,2026-04-27T21:15:46.388055
38,219,NO,2026-04-27T21:15:46.654757
38,1020,NO,2026-04-27T21:15:46.782095
38,637,YES,2026-04-27T21:15:46.928948
38,583,NO,2026-04-27T21:15:47.187146
38,52,NO,2026-04-27T21:15:47.330166
38,798,YES,2026-04-27T21:15:47.484051
38,19,YES,2026-04-27T21:15:47.624385
38,616,NO,2026-04-27T21:15:48.170624
38,645,NO,2026-04-27T21:15:48.341636
38,965,SUPER_LIKE,2026-04-27T21:15:48.528148
38,918,NO,2026-04-27T21:15:48.874364
38,490,YES,2026-04-27T21:15:49.291073
39,235,YES,2026-04-27T21:15:49.555675
39,966,YES,2026-04-27T21:15:50.000605
39,294,NO,2026-04-27T21:15:50.139014
39,709,SUPER_LIKE,2026-04-27T21:15:50.426793
39,780,YES,2026-04-27T21:15:50.684236
39,836,YES,2026-04-27T21:15:50.819395
39,767,NO,2026-04-27T21:15:51.050665
39,115,YES,2026-04-27T21:15:51.199098
39,528,NO,2026-04-27T21:15:51.327562
39,50,YES,2026-04-27T21:15:51.472599
39,876,YES,2026-04-27T21:15:51.622416
39,746,SUPER_LIKE,2026-04-27T21:15:51.905821
39,324,NO,2026-04-27T21:15:52.293081
39,659,NO,2026-04-27T21:15:52.562798
39,472,YES,2026-04-27T21:15:52.718884
39,253,YES,2026-04-27T21:15:52.979806
40,871,NO,2026-04-27T21:15:53.190013
40,153,NO,2026-04-27T21:15:53.419480
40,137,YES,2026-04-27T21:15:53.857218
40,1009,YES,2026-04-27T21:15:54.015993
40,888,NO,2026-04-27T21:15:54.166950
40,650,NO,2026-04-27T21:15:54.451495
40,988,NO,2026-04-27T21:15:54.603045
40,579,NO,2026-04-27T21:15:54.740301
40,355,NO,2026-04-27T21:15:54.871909
40,656,YES,2026-04-27T21:15:55.081991
40,926,YES,2026-04-27T21:15:55.214406
40,655,NO,2026-04-27T21:15:55.349186
40,206,NO,2026-04-27T21:15:55.498962
40,719,NO,2026-04-27T21:15:55.658099
40,139,NO,2026-04-27T21:15:56.080677
40,115,NO,2026-04-27T21:15:56.219556
40,110,NO,2026-04-27T21:15:56.372036
41,28,NO,2026-04-27T21:15:56.701942
41,1012,YES,2026-04-27T21:15:56.857440
41,331,NO,2026-04-27T21:15:56.994890
41,181,YES,2026-04-27T21:15:57.134864
41,985,SUPER_LIKE,2026-04-27T21:15:57.413650
41,205,YES,2026-04-27T21:15:57.564145
41,531,NO,2026-04-27T21:15:57.692335
41,702,YES,2026-04-27T21:15:57.971179
41,525,NO,2026-04-27T21:15:58.122509
41,26,YES,2026-04-27T21:15:58.262376
41,634,NO,2026-04-27T21:15:58.394681
41,652,YES,2026-04-27T21:15:58.529623
41,240,NO,2026-04-27T21:15:58.682606
41,994,NO,2026-04-27T21:15:58.818405
41,271,NO,2026-04-27T21:15:58.947688
41,682,NO,2026-04-27T21:15:59.078920
41,296,YES,2026-04-27T21:15:59.221887
41,185,NO,2026-04-27T21:15:59.350518
41,962,NO,2026-04-27T21:15:59.480854
42,899,NO,2026-04-27T21:15:59.683120
42,252,NO,2026-04-27T21:15:59.842190
42,473,NO,2026-04-27T21:16:00.098191
42,971,NO,2026-04-27T21:16:00.366117
42,967,NO,2026-04-27T21:16:00.652264
42,576,YES,2026-04-27T21:16:00.792420
42,293,NO,2026-04-27T21:16:01.232178
42,121,NO,2026-04-27T21:16:01.517763
42,885,NO,2026-04-27T21:16:01.937400
42,804,NO,2026-04-27T21:16:02.064634
42,119,NO,2026-04-27T21:16:02.226137
42,387,NO,2026-04-27T21:16:02.357452
42,245,NO,2026-04-27T21:16:02.497531
42,549,NO,2026-04-27T21:16:02.627173
42,677,NO,2026-04-27T21:16:02.776628
43,467,YES,2026-04-27T21:16:03.113702
43,897,NO,2026-04-27T21:16:03.272470
43,305,YES,2026-04-27T21:16:03.414538
43,383,NO,2026-04-27T21:16:03.966213
43,37,NO,2026-04-27T21:16:04.167415
43,935,YES,2026-04-27T21:16:04.322437
43,254,NO,2026-04-27T21:16:04.456372
43,333,NO,2026-04-27T21:16:05.287620
43,861,NO,2026-04-27T21:16:05.432092
43,326,YES,2026-04-27T21:16:05.565621
43,292,NO,2026-04-27T21:16:05.707060
43,135,NO,2026-04-27T21:16:05.852728
43,441,NO,2026-04-27T21:16:05.983428
43,182,YES,2026-04-27T21:16:06.118080
43,281,YES,2026-04-27T21:16:06.264460
44,937,NO,2026-04-27T21:16:06.472970
44,894,NO,2026-04-27T21:16:06.613579
44,395,NO,2026-04-27T21:16:06.744089
44,165,NO,2026-04-27T21:16:06.892854
44,714,YES,2026-04-27T21:16:07.027095
44,666,NO,2026-04-27T21:16:07.337473
44,190,NO,2026-04-27T21:16:07.493798
44,676,NO,2026-04-27T21:16:07.632206
44,447,NO,2026-04-27T21:16:07.895111
44,1020,NO,2026-04-27T21:16:08.054001
44,510,NO,2026-04-27T21:16:08.213786
44,281,NO,2026-04-27T21:16:08.344915
44,736,NO,2026-04-27T21:16:08.482321
44,551,NO,2026-04-27T21:16:08.647111
44,931,NO,2026-04-27T21:16:08.783624
44,877,NO,2026-04-27T21:16:08.918045
44,185,YES,2026-04-27T21:16:09.052975
44,277,NO,2026-04-27T21:16:09.298591
45,931,NO,2026-04-27T21:16:09.501283
45,257,YES,2026-04-27T21:16:09.638937
45,589,NO,2026-04-27T21:16:09.797258
45,983,NO,2026-04-27T21:16:09.939561
45,502,NO,2026-04-27T21:16:10.077443
45,459,NO,2026-04-27T21:16:10.205610
45,619,NO,2026-04-27T21:16:10.345182
45,381,NO,2026-04-27T21:16:10.501046
45,981,NO,2026-04-27T21:16:10.636734
45,80,NO,2026-04-27T21:16:10.890598
45,850,NO,2026-04-27T21:16:11.041029
45,893,NO,2026-04-27T21:16:11.170123
45,943,NO,2026-04-27T21:16:11.453928
45,595,NO,2026-04-27T21:16:11.736097
45,225,NO,2026-04-27T21:16:11.896517
45,536,NO,2026-04-27T21:16:12.178763
45,956,NO,2026-04-27T21:16:12.311712
45,304,YES,2026-04-27T21:16:12.443205
46,971,NO,2026-04-27T21:16:12.646900
46,23,YES,2026-04-27T21:16:12.819048
46,40,NO,2026-04-27T21:16:12.963039
46,771,NO,2026-04-27T21:16:13.108441
46,73,NO,2026-04-27T21:16:13.243741
46,691,NO,2026-04-27T21:16:13.402430
46,486,YES,2026-04-27T21:16:13.549809
46,202,YES,2026-04-27T21:16:14.155764
46,726,YES,2026-04-27T21:16:14.437600
46,402,NO,2026-04-27T21:16:14.727989
46,129,NO,2026-04-27T21:16:14.860449
46,906,YES,2026-04-27T21:16:15.272202
46,242,NO,2026-04-27T21:16:15.421694
46,709,YES,2026-04-27T21:16:15.590065
47,180,NO,2026-04-27T21:16:15.831278
47,88,NO,2026-04-27T21:16:15.979272
47,164,NO,2026-04-27T21:16:16.132147
47,822,YES,2026-04-27T21:16:16.264516
47,949,NO,2026-04-27T21:16:16.405989
47,386,YES,2026-04-27T21:16:16.688305
47,814,YES,2026-04-27T21:16:16.982592
47,63,NO,2026-04-27T21:16:17.383450
47,808,YES,2026-04-27T21:16:17.541428
47,829,YES,2026-04-27T21:16:17.812163
47,512,NO,2026-04-27T21:16:17.940998
47,552,NO,2026-04-27T21:16:18.090675
47,683,NO,2026-04-27T21:16:18.735686
47,539,NO,2026-04-27T21:16:18.908785
47,588,NO,2026-04-27T21:16:19.151209
48,754,NO,2026-04-27T21:16:19.618044
48,444,NO,2026-04-27T21:16:19.797242
48,398,NO,2026-04-27T21:16:19.957482
48,369,NO,2026-04-27T21:16:20.119462
48,984,NO,2026-04-27T21:16:20.299443
48,477,NO,2026-04-27T21:16:20.630244
48,340,NO,2026-04-27T21:16:20.793164
48,658,NO,2026-04-27T21:16:21.087968
48,540,YES,2026-04-27T21:16:21.227626
48,860,YES,2026-04-27T21:16:21.479650
48,740,NO,2026-04-27T21:16:21.610842
48,223,YES,2026-04-27T21:16:21.780814
48,751,NO,2026-04-27T21:16:21.918521
48,744,NO,2026-04-27T21:16:22.194346
48,521,NO,2026-04-27T21:16:22.337869
48,627,NO,2026-04-27T21:16:22.466620
48,621,NO,2026-04-27T21:16:22.596492
49,356,YES,2026-04-27T21:16:22.812513
49,637,YES,2026-04-27T21:16:22.960332
49,952,NO,2026-04-27T21:16:23.096573
49,198,YES,2026-04-27T21:16:23.247551
49,349,NO,2026-04-27T21:16:23.379743
49,655,NO,2026-04-27T21:16:23.830829
49,872,NO,2026-04-27T21:16:24.122259
49,907,NO,2026-04-27T21:16:24.383560
49,787,YES,2026-04-27T21:16:24.522605
49,32,NO,2026-04-27T21:16:24.676214
49,997,NO,2026-04-27T21:16:24.809758
49,809,YES,2026-04-27T21:16:24.946627
