ractor_user_id,target_user_id,persona,budget_diff,planning_diff,social_diff,same_budget,same_planning_style,same_social_battery,shared_languages_count,shared_activities_count,shared_destination_types_count,shared_experience_types_count,shared_looking_for_what_count,language_score,activity_score,destination_score,experience_score,intent_score,static_score,interest_probability,card_click,full_profile_open,dwell_time_ms,saved_profile,interaction_type,matched_proxy,label,relevance_score
717,317,SOCIAL_EXPLORER,1,1,2,0,0,0,2,1,0,0,0,1.0,0.1667,0.0,0.0,0.0,35.0,0.4064,1,0,0,0,NO,0,0,17.0
795,221,CAUTIOUS_INTROVERT,0,1,2,1,0,0,1,2,0,0,0,1.0,0.4,0.0,0.0,0.0,45.5,0.4316,0,0,0,0,NO,0,0,27.5
203,55,SOCIAL_EXPLORER,0,1,1,1,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,43.33,0.6627,1,1,37134,1,YES,0,2,98.33
694,413,CAUTIOUS_INTROVERT,0,2,2,1,0,0,1,3,1,1,1,0.5,0.75,0.3333,1.0,1.0,55.0,0.4696,1,1,29486,1,SAVE_ONLY,0,1,85.32
714,831,BUDGET_CONSCIOUS,1,0,2,0,1,0,1,3,0,1,1,0.5,0.75,0.0,1.0,1.0,57.5,0.5263,1,1,42540,1,SAVE_ONLY,0,1,92.39
146,717,BUDGET_CONSCIOUS,1,0,0,0,1,1,1,0,1,0,0,0.25,0.0,0.5,0.0,0.0,39.17,0.4677,1,1,30586,1,SAVE_ONLY,0,1,69.88
1004,523,SOCIAL_EXPLORER,0,1,1,1,0,0,1,0,0,0,0,0.3333,0.0,0.0,0.0,0.0,30.0,0.5534,1,0,0,0,NO,0,0,12.0
583,647,BUDGET_CONSCIOUS,1,0,0,0,1,1,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,39.17,0.3974,0,0,0,0,NO,0,0,21.17
521,479,SPONTANEOUS_ADVENTURER,1,1,0,0,0,1,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,33.33,0.4992,1,1,38167,0,NO,0,1,36.69
178,58,BUDGET_CONSCIOUS,1,0,1,0,1,0,1,1,1,1,0,1.0,0.2,0.5,1.0,0.0,62.33,0.6433,1,1,45496,1,YES,0,2,100.0
655,205,SOCIAL_EXPLORER,0,0,1,1,1,0,1,2,1,0,1,0.5,0.3333,1.0,0.0,1.0,60.83,0.9475,1,1,56632,1,YES,1,3,100.0
190,458,SOCIAL_EXPLORER,1,1,0,0,0,1,1,2,1,0,0,1.0,0.6667,1.0,0.0,0.0,66.67,0.7181,1,1,52324,0,YES,1,3,100.0
234,446,BUDGET_CONSCIOUS,0,0,1,1,1,0,1,2,2,1,0,0.3333,0.3333,1.0,1.0,0.0,62.5,0.7075,1,0,0,1,YES,1,3,100.0
326,467,SOCIAL_EXPLORER,1,1,1,0,0,0,1,1,0,1,0,1.0,0.3333,0.0,1.0,0.0,54.17,0.6217,1,1,43358,0,YES,0,2,99.35
834,815,SOCIAL_EXPLORER,0,1,0,1,0,1,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,39.17,0.6695,0,0,0,1,YES,0,2,73.17
559,145,SOCIAL_EXPLORER,1,0,1,0,1,0,1,1,0,0,1,0.5,0.125,0.0,0.0,1.0,40.83,0.6541,1,1,48572,0,YES,0,2,87.83
376,972,CAUTIOUS_INTROVERT,1,2,0,0,0,1,1,1,0,0,0,0.3333,0.1429,0.0,0.0,0.0,27.02,0.3304,1,1,21620,0,NO,0,1,24.59
732,542,BUDGET_CONSCIOUS,2,0,0,0,1,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,43.33,0.0839,0,0,0,0,NO,0,0,25.33
20,886,BUDGET_CONSCIOUS,1,1,2,0,0,0,1,0,0,0,0,0.3333,0.0,0.0,0.0,0.0,18.33,0.2914,0,0,0,0,NO,0,0,0.33
47,180,SOCIAL_EXPLORER,1,1,0,0,0,1,1,1,0,0,1,0.5,0.1667,0.0,0.0,1.0,41.67,0.5541,0,0,0,0,NO,0,0,23.67
438,180,SOCIAL_EXPLORER,0,0,0,1,1,1,1,1,1,0,0,0.5,0.1429,1.0,0.0,0.0,57.86,0.8592,1,1,58482,1,YES,1,3,100.0
830,975,SPONTANEOUS_ADVENTURER,0,1,0,1,0,1,1,0,1,0,1,1.0,0.0,0.5,0.0,1.0,59.17,0.7895,1,1,51498,0,YES,1,3,100.0
640,766,BUDGET_CONSCIOUS,2,2,1,0,0,0,1,1,1,0,1,1.0,0.1667,0.5,0.0,1.0,39.17,0.0,0,0,0,0,NO,0,0,21.17
903,989,SELECTIVE_PLANNER,1,0,0,0,1,1,1,1,1,0,0,0.5,0.2,0.5,0.0,0.0,48.17,0.6715,1,1,45155,1,YES,0,2,100.0
349,100,SOCIAL_EXPLORER,1,2,0,0,0,1,1,1,1,1,1,1.0,0.2,1.0,1.0,1.0,66.5,0.7263,1,0,0,0,YES,1,3,100.0
67,406,BUDGET_CONSCIOUS,2,2,0,0,0,1,1,2,0,0,0,0.5,0.5,0.0,0.0,0.0,31.67,0.0,0,0,0,0,NO,0,0,13.67
722,261,SOCIAL_EXPLORER,2,1,0,0,0,1,1,1,1,0,1,0.5,0.25,0.3333,0.0,1.0,40.83,0.7483,1,1,50161,0,YES,1,3,100.0
15,213,CAUTIOUS_INTROVERT,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.33,0.3121,0,0,0,0,NO,0,0,5.33
380,143,BUDGET_CONSCIOUS,0,0,1,1,1,0,1,0,1,0,0,1.0,0.0,0.5,0.0,0.0,54.17,0.7665,1,0,0,1,YES,1,3,100.0
421,769,CAUTIOUS_INTROVERT,1,0,0,0,1,1,1,2,0,0,0,1.0,0.5,0.0,0.0,0.0,59.17,0.6754,1,1,43145,1,YES,0,2,100.0
981,374,BUDGET_CONSCIOUS,1,1,1,0,0,0,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,27.5,0.2082,0,0,0,0,NO,0,0,9.5
373,321,SOCIAL_EXPLORER,0,2,0,1,0,1,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,33.33,0.3902,1,1,31370,0,NO,0,1,34.31
360,566,SOCIAL_EXPLORER,0,1,0,1,0,1,1,1,1,0,0,1.0,0.1667,1.0,0.0,0.0,62.5,0.9122,0,0,0,0,YES,1,3,100.0
667,38,BUDGET_CONSCIOUS,1,1,2,0,0,0,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,21.67,0.2094,0,0,0,0,NO,0,0,3.67
854,859,SPONTANEOUS_ADVENTURER,1,1,0,0,0,1,1,0,1,1,0,1.0,0.0,0.5,1.0,0.0,58.33,0.6461,1,1,38715,1,YES,0,2,100.0
958,868,CAUTIOUS_INTROVERT,1,0,1,0,1,0,1,2,1,0,0,0.5,0.2857,0.5,0.0,0.0,44.05,0.4878,1,1,35196,0,NO,0,1,46.37
547,383,SOCIAL_EXPLORER,2,1,0,0,0,1,1,0,0,0,0,0.3333,0.0,0.0,0.0,0.0,24.17,0.4254,1,1,26329,0,NO,0,1,23.39
249,83,SOCIAL_EXPLORER,2,0,1,0,1,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,37.5,0.689,1,0,0,1,YES,0,2,71.5
504,507,SELECTIVE_PLANNER,1,2,1,0,0,0,1,0,0,0,0,0.3333,0.0,0.0,0.0,0.0,18.33,0.0,0,0,0,0,NO,0,0,0.33
516,991,BUDGET_CONSCIOUS,0,1,1,1,0,0,1,1,0,1,0,0.3333,0.1667,0.0,1.0,0.0,43.33,0.5453,0,0,0,1,SAVE_ONLY,0,1,55.33
965,936,CAUTIOUS_INTROVERT,1,1,1,0,0,0,1,2,1,0,0,1.0,0.5,0.5,0.0,0.0,52.5,0.6956,1,0,0,1,YES,0,2,86.5
593,365,SPONTANEOUS_ADVENTURER,2,1,0,0,0,1,1,1,0,0,0,1.0,0.2,0.0,0.0,0.0,41.5,0.6247,1,1,32701,0,YES,0,2,82.95
1003,287,BUDGET_CONSCIOUS,0,0,0,1,1,1,1,1,1,1,0,0.5,0.1667,0.5,1.0,0.0,63.33,0.8251,1,1,48612,1,YES,1,3,100.0
982,201,BUDGET_CONSCIOUS,0,2,1,1,0,0,2,0,0,0,0,0.6667,0.0,0.0,0.0,0.0,30.83,0.4096,1,1,25944,0,NO,0,1,29.91
76,631,SOCIAL_EXPLORER,1,0,1,0,1,0,1,1,1,0,0,0.3333,0.125,0.5,0.0,0.0,37.5,0.7045,1,1,48830,1,YES,1,3,100.0
616,642,BUDGET_CONSCIOUS,1,1,1,0,0,0,1,1,0,0,0,0.5,0.2,0.0,0.0,0.0,31.5,0.4482,1,1,24812,0,NO,0,1,30.18
332,944,SOCIAL_EXPLORER,1,1,2,0,0,0,1,0,1,0,1,1.0,0.0,0.5,0.0,1.0,41.67,0.3495,0,0,0,0,NO,0,0,23.67
890,332,SELECTIVE_PLANNER,0,0,1,1,1,0,1,1,0,0,0,0.5,0.3333,0.0,0.0,0.0,45.83,0.6703,1,0,0,0,YES,0,2,67.83
728,487,CAUTIOUS_INTROVERT,0,1,1,1,0,0,2,0,1,0,0,1.0,0.0,1.0,0.0,0.0,53.33,0.6426,1,0,0,1,YES,0,2,87.33
633,902,BUDGET_CONSCIOUS,0,1,2,1,0,0,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,42.5,0.7215,1,1,52298,1,YES,1,3,100.0
261,918,BUDGET_CONSCIOUS,0,2,0,1,0,1,1,0,0,0,1,0.3333,0.0,0.0,0.0,1.0,35.0,0.3622,1,1,20425,0,NO,0,1,32.15
227,562,SOCIAL_EXPLORER,1,1,0,0,0,1,1,1,1,0,0,0.5,0.25,1.0,0.0,0.0,48.33,0.6346,1,1,33500,0,YES,0,2,90.05
115,481,SELECTIVE_PLANNER,1,1,0,0,0,1,1,1,0,0,0,1.0,0.1429,0.0,0.0,0.0,46.19,0.382,0,0,0,0,NO,0,0,28.19
51,377,BUDGET_CONSCIOUS,0,2,1,1,0,0,1,0,1,1,0,1.0,0.0,0.5,1.0,0.0,52.5,0.6577,1,0,0,1,YES,0,2,86.5
135,156,SOCIAL_EXPLORER,0,0,0,1,1,1,1,2,1,1,0,0.5,0.5,1.0,1.0,0.0,75.0,1.0,1,1,54457,1,YES,1,3,100.0
624,113,BUDGET_CONSCIOUS,1,1,0,0,0,1,2,3,1,1,0,1.0,0.6,0.5,1.0,0.0,70.33,0.6554,1,1,35015,0,YES,0,2,100.0
19,333,SPONTANEOUS_ADVENTURER,0,0,1,1,1,0,1,1,0,1,0,1.0,0.1667,0.0,1.0,0.0,62.5,0.9798,1,1,54553,0,YES,1,3,100.0
631,845,BUDGET_CONSCIOUS,1,0,1,0,1,0,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,33.33,0.3029,0,0,0,0,NO,0,0,15.33
375,26,CAUTIOUS_INTROVERT,0,1,1,1,0,0,1,2,0,1,1,1.0,0.2857,0.0,1.0,1.0,64.05,0.646,0,0,0,1,YES,0,2,98.05
581,922,SOCIAL_EXPLORER,0,0,0,1,1,1,1,0,0,0,1,0.5,0.0,0.0,0.0,1.0,50.0,0.721,1,0,0,1,YES,1,3,100.0
495,755,SELECTIVE_PLANNER,1,1,0,0,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,43.33,0.1571,0,0,0,0,NO,0,0,25.33
374,576,SELECTIVE_PLANNER,1,1,0,0,0,1,1,1,0,1,1,0.5,0.2,0.0,1.0,1.0,52.33,0.2727,1,0,0,0,NO,0,0,34.33
457,962,SOCIAL_EXPLORER,1,1,2,0,0,0,1,1,0,0,0,1.0,0.2,0.0,0.0,0.0,35.67,0.2026,0,0,0,0,NO,0,0,17.67
421,306,CAUTIOUS_INTROVERT,1,1,2,0,0,0,1,1,0,0,0,1.0,0.1429,0.0,0.0,0.0,34.52,0.0094,0,0,0,0,NO,0,0,16.52
35,537,BUDGET_CONSCIOUS,1,1,1,0,0,0,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,37.5,0.4233,1,0,0,1,SAVE_ONLY,0,1,49.5
598,17,CAUTIOUS_INTROVERT,1,1,1,0,0,0,2,2,0,0,1,0.6667,0.6667,0.0,0.0,1.0,49.17,0.6583,0,0,0,0,YES,0,2,71.17
567,982,SPONTANEOUS_ADVENTURER,1,1,0,0,0,1,1,0,0,0,1,0.3333,0.0,0.0,0.0,1.0,35.0,0.6544,1,1,35914,0,YES,0,2,77.57
685,595,CAUTIOUS_INTROVERT,0,0,0,1,1,1,1,1,1,0,0,0.5,0.1667,1.0,0.0,0.0,58.33,0.6392,1,1,34888,1,YES,0,2,100.0
273,701,SOCIAL_EXPLORER,0,1,1,1,0,0,1,2,1,0,0,1.0,0.5,1.0,0.0,0.0,63.33,0.6886,1,1,44762,1,YES,0,2,100.0
981,591,BUDGET_CONSCIOUS,1,0,0,0,1,1,1,1,1,0,1,0.5,0.2,1.0,0.0,1.0,58.17,0.4665,1,0,0,1,SAVE_ONLY,0,1,70.17
873,134,SOCIAL_EXPLORER,1,0,0,0,1,1,1,1,1,1,0,0.5,0.2,1.0,1.0,0.0,63.17,0.7474,1,1,49564,0,YES,1,3,100.0
464,575,CAUTIOUS_INTROVERT,1,0,0,0,1,1,1,2,1,1,0,0.5,0.5,0.5,1.0,0.0,64.17,0.7226,1,1,44867,1,YES,1,3,100.0
612,139,BUDGET_CONSCIOUS,1,0,0,0,1,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,49.17,0.441,0,0,0,1,SAVE_ONLY,0,1,61.17
215,390,CAUTIOUS_INTROVERT,2,1,1,0,0,0,1,2,1,1,0,0.5,0.5,0.5,1.0,0.0,46.67,0.6562,1,0,0,1,YES,0,2,80.67
325,710,SOCIAL_EXPLORER,0,0,0,1,1,1,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,75.0,0.8464,1,1,53120,0,YES,1,3,100.0
935,181,SPONTANEOUS_ADVENTURER,0,1,1,1,0,0,1,2,1,0,1,1.0,0.4,1.0,0.0,1.0,66.33,1.0,1,1,60664,0,SUPER_LIKE,1,3,100.0
151,322,BUDGET_CONSCIOUS,0,1,0,1,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,49.17,0.5727,1,1,37045,1,SAVE_ONLY,0,1,82.14
289,519,BUDGET_CONSCIOUS,1,0,1,0,1,0,1,1,1,0,1,1.0,0.2,0.3333,0.0,1.0,55.67,0.6606,1,1,35047,1,YES,0,2,100.0
668,305,SOCIAL_EXPLORER,0,1,0,1,0,1,1,3,1,0,0,0.5,0.5,1.0,0.0,0.0,59.17,0.8302,1,1,59320,0,YES,1,3,100.0
219,648,SOCIAL_EXPLORER,1,0,1,0,1,0,1,1,0,1,0,0.5,0.2,0.0,1.0,0.0,47.33,0.6884,1,0,0,0,YES,0,2,69.33
544,109,BUDGET_CONSCIOUS,0,1,0,1,0,1,1,1,0,0,0,1.0,0.2,0.0,0.0,0.0,53.17,0.6573,1,1,49388,0,YES,0,2,100.0
311,857,SPONTANEOUS_ADVENTURER,0,2,0,1,0,1,1,1,1,0,0,0.5,0.1667,0.5,0.0,0.0,41.67,0.6623,0,0,0,0,YES,0,2,63.67
522,434,SOCIAL_EXPLORER,0,0,1,1,1,0,1,0,0,0,0,0.3333,0.0,0.0,0.0,0.0,35.83,0.6393,1,0,0,1,YES,0,2,69.83
737,961,SOCIAL_EXPLORER,0,0,1,1,1,0,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,39.17,0.6145,1,1,32592,0,NO,0,1,40.58
209,760,SOCIAL_EXPLORER,1,0,0,0,1,1,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,39.17,0.7062,1,0,0,0,YES,1,3,91.17
524,96,CAUTIOUS_INTROVERT,1,2,0,0,0,1,1,1,0,0,0,1.0,0.2,0.0,0.0,0.0,41.5,0.3522,1,1,18017,0,NO,0,1,37.81
21,257,SELECTIVE_PLANNER,0,0,1,1,1,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,49.17,0.6174,1,1,40792,1,SAVE_ONLY,0,1,83.45
875,795,SOCIAL_EXPLORER,1,0,2,0,1,0,1,1,0,0,0,0.5,0.125,0.0,0.0,0.0,30.0,0.2551,1,1,22604,0,NO,0,1,27.91
112,283,CAUTIOUS_INTROVERT,0,0,2,1,1,0,1,0,0,0,0,0.3333,0.0,0.0,0.0,0.0,30.0,0.1163,1,0,0,0,NO,0,0,12.0
701,441,BUDGET_CONSCIOUS,0,0,1,1,1,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,49.17,0.6747,0,0,0,1,YES,0,2,83.17
135,49,SOCIAL_EXPLORER,0,1,2,1,0,0,1,1,1,0,0,1.0,0.125,1.0,0.0,0.0,50.0,0.599,1,1,42218,1,SAVE_ONLY,0,1,84.78
624,934,BUDGET_CONSCIOUS,0,1,0,1,0,1,1,3,1,1,0,0.5,0.6,0.5,1.0,0.0,66.17,0.7991,0,0,0,0,YES,1,3,100.0
943,596,BUDGET_CONSCIOUS,0,1,0,1,0,1,1,2,0,0,1,1.0,0.5,0.0,0.0,1.0,64.17,0.8902,1,1,49709,0,SUPER_LIKE,1,3,100.0
59,656,BUDGET_CONSCIOUS,0,1,1,1,0,0,1,1,0,1,0,1.0,0.1667,0.0,1.0,0.0,56.67,0.6699,1,1,42797,0,YES,0,2,100.0
758,843,CAUTIOUS_INTROVERT,1,1,1,0,0,0,1,2,2,0,1,0.5,0.3333,1.0,0.0,1.0,49.17,0.789,1,1,44101,0,YES,1,3,100.0
798,1007,BUDGET_CONSCIOUS,1,0,0,0,1,1,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0,64.17,0.6251,1,1,42430,0,YES,0,2,100.0
423,505,SOCIAL_EXPLORER,1,0,2,0,1,0,1,3,1,1,1,0.3333,0.6,0.5,1.0,1.0,56.17,0.6266,1,1,36126,1,YES,0,2,100.0
765,570,BUDGET_CONSCIOUS,0,2,1,1,0,0,1,1,0,0,0,0.25,0.2,0.0,0.0,0.0,26.5,0.4255,0,0,0,1,SAVE_ONLY,0,1,38.5
798,768,SPONTANEOUS_ADVENTURER,0,1,1,1,0,0,1,0,1,0,0,0.5,0.0,1.0,0.0,0.0,43.33,0.6034,1,0,0,1,SAVE_ONLY,0,1,55.33
211,1005,SPONTANEOUS_ADVENTURER,1,1,0,0,0,1,1,0,1,0,1,0.5,0.0,1.0,0.0,1.0,48.33,0.6528,1,1,41005,1,YES,0,2,100.0
603,341,CAUTIOUS_INTROVERT,1,1,1,0,0,0,1,0,0,0,0,0.3333,0.0,0.0,0.0,0.0,24.17,0.0961,1,0,0,0,NO,0,0,6.17
586,866,BUDGET_CONSCIOUS,0,1,0,1,0,1,1,1,1,1,0,1.0,0.2,0.5,1.0,0.0,68.17,0.9447,1,1,56642,0,YES,1,3,100.0
563,651,SOCIAL_EXPLORER,0,2,1,1,0,0,1,1,0,0,0,0.5,0.25,0.0,0.0,0.0,32.5,0.3921,0,0,0,0,NO,0,0,14.5
665,416,SOCIAL_EXPLORER,0,0,1,1,1,0,1,2,0,0,1,0.5,0.4,0.0,0.0,1.0,52.17,0.6854,0,0,0,0,YES,0,2,74.17
454,553,SELECTIVE_PLANNER,1,0,0,0,1,1,1,1,0,0,0,1.0,0.2,0.0,0.0,0.0,53.17,0.6724,1,1,41341,0,YES,0,2,97.64
497,811,SELECTIVE_PLANNER,0,1,1,1,0,0,1,2,1,1,0,0.5,0.4,1.0,1.0,0.0,61.33,0.4426,0,0,0,1,SAVE_ONLY,0,1,73.33
870,48,BUDGET_CONSCIOUS,0,0,1,1,1,0,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,39.17,0.6121,1,1,32732,0,NO,0,1,40.63
409,380,CAUTIOUS_INTROVERT,2,2,1,0,0,0,1,2,1,0,1,1.0,0.4,0.5,0.0,1.0,43.83,0.6584,1,1,49277,0,YES,0,2,91.08
473,440,SOCIAL_EXPLORER,1,0,0,0,1,1,1,1,1,0,0,0.5,0.1667,1.0,0.0,0.0,52.5,0.8053,1,1,43664,0,YES,1,3,100.0
945,914,SELECTIVE_PLANNER,1,0,1,0,1,0,2,2,1,0,0,1.0,0.2857,0.5,0.0,0.0,54.05,0.7214,1,0,0,0,YES,1,3,100.0
818,1003,BUDGET_CONSCIOUS,0,0,1,1,1,0,1,1,0,0,0,0.5,0.1667,0.0,0.0,0.0,42.5,0.5938,1,1,39059,1,SAVE_ONLY,0,1,76.17
849,236,SELECTIVE_PLANNER,1,0,1,0,1,0,1,1,1,0,0,1.0,0.25,1.0,0.0,0.0,58.33,0.8907,1,1,49287,0,YES,1,3,100.0
789,579,SPONTANEOUS_ADVENTURER,0,1,1,1,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,43.33,0.6862,1,1,38835,0,YES,0,2,86.92
425,326,SOCIAL_EXPLORER,0,0,1,1,1,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,49.17,0.6596,1,1,34908,1,YES,0,2,100.0
418,897,SOCIAL_EXPLORER,0,0,2,1,1,0,1,1,0,0,0,0.5,0.1667,0.0,0.0,0.0,36.67,0.4412,1,0,0,1,SAVE_ONLY,0,1,48.67
151,96,BUDGET_CONSCIOUS,0,2,2,1,0,0,1,1,1,0,0,1.0,0.1667,0.5,0.0,0.0,40.0,0.6813,1,1,48996,1,YES,0,2,99.15
222,63,CAUTIOUS_INTROVERT,1,1,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,37.5,0.4717,1,1,26882,1,SAVE_ONLY,0,1,66.91
208,859,SPONTANEOUS_ADVENTURER,1,0,0,0,1,1,1,0,1,1,0,0.5,0.0,0.5,1.0,0.0,54.17,0.7378,1,1,51779,0,YES,1,3,100.0
1013,953,CAUTIOUS_INTROVERT,1,0,1,0,1,0,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,33.33,0.341,1,1,21416,0,NO,0,1,30.83
711,790,BUDGET_CONSCIOUS,1,1,2,0,0,0,1,2,0,0,0,0.5,0.2857,0.0,0.0,0.0,27.38,0.3141,0,0,0,0,NO,0,0,9.38
816,120,SELECTIVE_PLANNER,1,2,1,0,0,0,1,1,1,1,1,1.0,0.25,0.5,1.0,1.0,56.67,0.4525,0,0,0,0,NO,0,0,38.67
447,600,CAUTIOUS_INTROVERT,1,0,1,0,1,0,1,3,0,1,1,1.0,0.75,0.0,1.0,1.0,73.33,1.0,1,1,66794,0,YES,1,3,100.0
299,67,CAUTIOUS_INTROVERT,1,1,0,0,0,1,1,2,1,1,0,0.5,0.4,1.0,1.0,0.0,61.33,0.7373,0,0,0,0,YES,1,3,100.0
571,534,SELECTIVE_PLANNER,0,1,1,1,0,0,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,33.33,0.1486,1,0,0,0,NO,0,0,15.33
452,397,SELECTIVE_PLANNER,1,1,0,0,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,43.33,0.3204,1,0,0,0,NO,0,0,25.33
143,256,BUDGET_CONSCIOUS,1,1,1,0,0,0,1,1,1,1,0,1.0,0.3333,1.0,1.0,0.0,64.17,0.6423,1,1,35893,1,YES,0,2,100.0
408,223,BUDGET_CONSCIOUS,0,1,1,1,0,0,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,33.33,0.4659,1,0,0,0,NO,0,0,15.33
719,811,SPONTANEOUS_ADVENTURER,1,0,1,0,1,0,1,3,1,0,0,0.3333,0.6,1.0,0.0,0.0,52.0,0.9297,1,1,54200,0,YES,1,3,100.0
479,898,SELECTIVE_PLANNER,2,0,1,0,1,0,1,0,0,0,0,0.3333,0.0,0.0,0.0,0.0,24.17,0.4608,0,0,0,0,NO,0,0,6.17
187,993,SELECTIVE_PLANNER,1,2,1,0,0,0,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,21.67,0.1215,1,0,0,0,NO,0,0,3.67
64,983,CAUTIOUS_INTROVERT,1,0,1,0,1,0,1,2,1,1,1,1.0,0.3333,1.0,1.0,1.0,75.0,1.0,1,1,63129,0,SUPER_LIKE,1,3,100.0
401,717,PASSIVE_BROWSER,1,0,1,0,1,0,1,1,2,0,1,0.3333,0.1667,1.0,0.0,1.0,48.33,0.3771,1,1,33056,0,NO,0,1,49.9
610,196,SELECTIVE_PLANNER,1,2,0,0,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,37.5,0.2744,1,0,0,0,NO,0,0,19.5
989,40,BUDGET_CONSCIOUS,0,0,0,1,1,1,1,0,1,0,0,0.5,0.0,0.5,0.0,0.0,50.0,0.6417,1,1,48074,0,YES,0,2,96.83
315,513,SELECTIVE_PLANNER,1,0,1,0,1,0,1,1,0,0,0,1.0,0.1429,0.0,0.0,0.0,46.19,0.7607,1,1,48534,0,YES,1,3,100.0
196,831,SPONTANEOUS_ADVENTURER,0,1,1,1,0,0,1,2,0,0,0,1.0,0.3333,0.0,0.0,0.0,50.0,0.7058,1,0,0,0,YES,1,3,100.0
731,218,CAUTIOUS_INTROVERT,0,0,2,1,1,0,1,2,1,1,0,1.0,0.3333,0.5,1.0,0.0,65.0,0.6349,1,1,38805,1,YES,0,2,100.0
