actor_user_id,target_user_id,persona,budget_diff,planning_diff,social_diff,same_budget,same_planning_style,same_social_battery,shared_languages_count,shared_activities_count,shared_destination_types_count,shared_experience_types_count,shared_looking_for_what_count,language_score,activity_score,destination_score,experience_score,intent_score,static_score,interest_probability,card_click,full_profile_open,dwell_time_ms,saved_profile,interaction_type,matched_proxy,label,relevance_score
13,405,SOCIAL_EXPLORER,0,0,0,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,35.0,0.6827,1,1,50046,0,YES,0,2,82.52
13,119,SOCIAL_EXPLORER,0,1,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,29.17,0.4217,0,0,0,1,SAVE_ONLY,0,1,41.17
13,657,SOCIAL_EXPLORER,2,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,NO,0,0,0
13,364,SOCIAL_EXPLORER,2,0,2,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11.67,0.2028,0,0,0,0,NO,0,0,0
13,195,SOCIAL_EXPLORER,2,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,NO,0,0,0
13,327,SOCIAL_EXPLORER,0,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,29.17,0.3953,0,0,0,0,NO,0,0,11.17
13,663,SOCIAL_EXPLORER,1,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,29.17,0.6029,1,1,41134,1,SAVE_ONLY,0,1,63.57
15,213,CAUTIOUS_INTROVERT,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.33,0.3121,0,0,0,0,NO,0,0,5.33
15,516,SPONTANEOUS_ADVENTURER,1,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.33,0.5388,1,1,29468,0,NO,0,1,23.64
15,458,CAUTIOUS_INTROVERT,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,1,0,0,0,NO,0,0,0
15,121,BUDGET_CONSCIOUS,0,1,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,29.17,0.3174,1,1,27917,0,NO,0,1,28.94
15,374,SPONTANEOUS_ADVENTURER,0,1,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,29.17,0.3715,1,0,0,0,NO,0,0,11.17
15,480,SPONTANEOUS_ADVENTURER,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.33,0.1328,0,0,0,0,NO,0,0,5.33
15,573,SPONTANEOUS_ADVENTURER,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.33,0.2102,1,0,0,0,NO,0,0,5.33
15,49,PASSIVE_BROWSER,0,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,29.17,0.1987,0,0,0,0,NO,0,0,11.17
15,495,SELECTIVE_PLANNER,0,1,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,29.17,0.2402,0,0,0,0,NO,0,0,11.17
15,278,SELECTIVE_PLANNER,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.33,0.1532,0,0,0,0,NO,0,0,5.33
15,326,SOCIAL_EXPLORER,0,0,0,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,35.0,0.4674,1,0,0,1,SAVE_ONLY,0,1,47.0
15,714,SOCIAL_EXPLORER,1,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.33,0.2855,0,0,0,0,NO,0,0,5.33
15,951,BUDGET_CONSCIOUS,0,1,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,29.17,0.3604,0,0,0,0,NO,0,0,11.17
15,320,CAUTIOUS_INTROVERT,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.33,0.1046,1,0,0,0,NO,0,0,5.33
15,487,SOCIAL_EXPLORER,0,1,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,29.17,0.5035,0,0,0,0,NO,0,0,11.17
15,908,SPONTANEOUS_ADVENTURER,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,17.5,0.3468,0,0,0,0,NO,0,0,0
15,638,SELECTIVE_PLANNER,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,1,0,0,0,NO,0,0,0
15,155,SELECTIVE_PLANNER,0,1,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,29.17,0.065,0,0,0,0,NO,0,0,11.17
15,752,BUDGET_CONSCIOUS,1,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,29.17,0.3437,0,0,0,0,NO,0,0,11.17
15,128,BUDGET_CONSCIOUS,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.33,0.2515,0,0,0,0,NO,0,0,5.33
17,628,SELECTIVE_PLANNER,0,1,0,1,0,1,1,0,0,0,0,0.25,0.0,0.0,0.0,0.0,34.17,0.2319,1,1,19539,0,NO,0,1,31.01
17,966,SELECTIVE_PLANNER,1,0,0,0,1,1,2,0,0,0,0,0.5,0.0,0.0,0.0,0.0,39.17,0.5763,1,1,33787,0,NO,0,1,41.0
17,520,SELECTIVE_PLANNER,1,2,1,0,0,0,2,1,0,0,0,0.6667,0.25,0.0,0.0,0.0,30.0,0.0,0,0,0,0,NO,0,0,12.0
17,267,SELECTIVE_PLANNER,0,2,1,1,0,0,1,1,1,1,1,0.3333,0.25,0.5,1.0,1.0,49.17,0.3985,1,0,0,0,NO,0,0,31.17
17,905,SELECTIVE_PLANNER,0,1,0,1,0,1,1,0,1,1,1,0.3333,0.0,0.5,1.0,1.0,55.83,0.3705,1,1,30722,0,NO,0,1,56.58
17,704,SELECTIVE_PLANNER,0,0,1,1,1,0,1,0,0,0,0,0.3333,0.0,0.0,0.0,0.0,35.83,0.6629,1,1,37961,0,YES,0,2,79.12
17,991,SELECTIVE_PLANNER,2,2,0,0,0,1,2,3,1,1,1,0.6667,0.75,1.0,1.0,1.0,65.0,0.5707,1,1,35786,1,SAVE_ONLY,0,1,97.53
17,321,SELECTIVE_PLANNER,0,0,1,1,1,0,2,1,0,0,0,0.6667,0.25,0.0,0.0,0.0,47.5,0.7602,1,1,55496,0,YES,1,3,100
17,396,SELECTIVE_PLANNER,1,1,1,0,0,0,2,0,0,0,0,0.6667,0.0,0.0,0.0,0.0,30.83,0.1933,0,0,0,0,NO,0,0,12.83
17,277,SELECTIVE_PLANNER,1,1,0,0,0,1,1,1,0,1,0,0.3333,0.2,0.0,1.0,0.0,44.0,0.236,1,1,11938,0,NO,0,0,38.18
17,22,SELECTIVE_PLANNER,0,2,1,1,0,0,1,0,0,1,1,0.3333,0.0,0.0,1.0,1.0,39.17,0.2155,0,0,0,0,NO,0,0,21.17
17,567,SELECTIVE_PLANNER,1,1,0,0,0,1,1,0,0,1,1,0.3333,0.0,0.0,1.0,1.0,45.0,0.3244,1,0,0,0,NO,0,0,27.0
17,845,SELECTIVE_PLANNER,1,1,1,0,0,0,1,0,0,1,0,0.3333,0.0,0.0,1.0,0.0,34.17,0.1426,0,0,0,0,NO,0,0,16.17
17,761,SELECTIVE_PLANNER,1,0,1,0,1,0,2,2,1,1,1,0.6667,0.5,0.5,1.0,1.0,66.67,0.7639,0,0,0,1,YES,1,3,100
17,195,SELECTIVE_PLANNER,2,0,1,0,1,0,1,2,0,0,0,0.3333,0.4,0.0,0.0,0.0,32.17,0.4274,0,0,0,0,NO,0,0,14.17
17,181,SELECTIVE_PLANNER,1,1,1,0,0,0,1,2,0,0,0,0.3333,0.5,0.0,0.0,0.0,34.17,0.0623,1,0,0,0,NO,0,0,16.17
17,561,SELECTIVE_PLANNER,1,2,1,0,0,0,1,0,0,0,0,0.3333,0.0,0.0,0.0,0.0,18.33,0.0,0,0,0,0,NO,0,0,0.33
17,275,SELECTIVE_PLANNER,2,1,1,0,0,0,1,0,0,1,0,0.3333,0.0,0.0,1.0,0.0,28.33,0.1191,0,0,0,0,NO,0,0,10.33
17,834,SELECTIVE_PLANNER,1,1,1,0,0,0,1,0,0,0,0,0.25,0.0,0.0,0.0,0.0,22.5,0.0501,0,0,0,0,NO,0,0,4.5
17,733,SELECTIVE_PLANNER,1,1,1,0,0,0,1,0,1,1,0,0.25,0.0,0.5,1.0,0.0,37.5,0.3054,1,0,0,0,NO,0,0,19.5
18,593,CAUTIOUS_INTROVERT,1,1,1,0,0,0,1,2,1,1,0,1.0,0.4,1.0,1.0,0.0,65.5,0.7266,1,1,42878,0,YES,1,3,100
18,432,CAUTIOUS_INTROVERT,1,1,2,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,31.67,0.2454,0,0,0,0,NO,0,0,13.67
18,149,CAUTIOUS_INTROVERT,1,0,0,0,1,1,1,1,1,0,1,1.0,0.1667,0.5,0.0,1.0,62.5,0.4778,0,0,0,0,NO,0,0,44.5
18,160,CAUTIOUS_INTROVERT,1,1,2,0,0,0,1,1,1,0,0,0.5,0.25,1.0,0.0,0.0,36.67,0.0467,0,0,0,0,NO,0,0,18.67
18,624,CAUTIOUS_INTROVERT,1,0,0,0,1,1,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,39.17,0.3935,1,1,20767,0,NO,0,1,36.44
18,48,CAUTIOUS_INTROVERT,1,0,1,0,1,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,43.33,0.5471,1,1,41749,1,SAVE_ONLY,0,1,77.94
18,558,CAUTIOUS_INTROVERT,0,1,1,1,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,43.33,0.3741,0,0,0,0,NO,0,0,25.33
18,1021,CAUTIOUS_INTROVERT,0,1,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,29.17,0.3838,1,0,0,0,NO,0,0,11.17
18,428,CAUTIOUS_INTROVERT,0,0,0,1,1,1,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,45.0,0.4664,0,0,0,1,SAVE_ONLY,0,1,57.0
18,580,CAUTIOUS_INTROVERT,0,1,0,1,0,1,1,1,1,0,1,1.0,0.25,1.0,0.0,1.0,69.17,0.8051,1,0,0,0,YES,1,3,100
18,512,CAUTIOUS_INTROVERT,1,0,1,0,1,0,1,1,1,0,1,0.5,0.1667,1.0,0.0,1.0,51.67,0.4133,1,1,26350,0,NO,0,1,50.89
18,821,CAUTIOUS_INTROVERT,0,0,1,1,1,0,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,39.17,0.3028,0,0,0,0,NO,0,0,21.17
18,474,CAUTIOUS_INTROVERT,1,1,0,0,0,1,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,33.33,0.2625,0,0,0,0,NO,0,0,15.33
18,962,CAUTIOUS_INTROVERT,1,0,0,0,1,1,1,1,1,1,0,1.0,0.2,1.0,1.0,0.0,73.17,0.8533,1,1,51870,1,YES,1,3,100
18,749,CAUTIOUS_INTROVERT,1,1,2,0,0,0,1,1,0,0,1,0.5,0.2,0.0,0.0,1.0,30.67,0.0568,1,0,0,0,NO,0,0,12.67
18,795,CAUTIOUS_INTROVERT,1,1,0,0,0,1,1,2,0,0,1,1.0,0.3333,0.0,0.0,1.0,55.0,0.5985,1,0,0,0,NO,0,0,37.0
18,478,CAUTIOUS_INTROVERT,0,0,1,1,1,0,1,1,1,0,1,0.5,0.25,1.0,0.0,1.0,59.17,0.4753,0,0,0,0,NO,0,0,41.17
18,1001,CAUTIOUS_INTROVERT,0,1,2,1,0,0,1,2,1,1,0,1.0,0.4,1.0,1.0,0.0,65.5,0.4997,1,1,34536,1,SAVE_ONLY,0,1,97.59
18,956,CAUTIOUS_INTROVERT,0,0,1,1,1,0,1,2,0,0,1,1.0,0.4,0.0,0.0,1.0,62.17,0.6599,1,0,0,0,YES,0,2,84.17
18,416,CAUTIOUS_INTROVERT,0,1,1,1,0,0,1,3,1,0,1,0.5,0.75,1.0,0.0,1.0,63.33,0.8915,1,1,51121,0,YES,1,3,100
19,651,SPONTANEOUS_ADVENTURER,1,2,0,0,0,1,1,1,0,0,1,1.0,0.2,0.0,0.0,1.0,46.5,0.583,0,0,0,0,NO,0,0,28.5
19,333,SPONTANEOUS_ADVENTURER,0,0,1,1,1,0,1,1,0,1,0,1.0,0.1667,0.0,1.0,0.0,62.5,0.9798,1,1,54553,0,YES,1,3,100
19,926,SPONTANEOUS_ADVENTURER,2,1,1,0,0,0,1,2,0,0,0,0.5,0.3333,0.0,0.0,0.0,28.33,0.6777,1,0,0,1,YES,0,2,62.33
19,629,SPONTANEOUS_ADVENTURER,1,1,0,0,0,1,1,1,0,0,0,1.0,0.1429,0.0,0.0,0.0,46.19,0.8711,1,1,59195,1,SUPER_LIKE,1,3,100
19,473,SPONTANEOUS_ADVENTURER,1,1,1,0,0,0,1,1,0,0,0,1.0,0.1429,0.0,0.0,0.0,40.36,0.744,1,1,46630,1,YES,1,3,100
19,911,SPONTANEOUS_ADVENTURER,1,2,1,0,0,0,1,4,1,1,1,1.0,1.0,0.3333,1.0,1.0,70.0,0.895,1,1,60253,1,YES,1,3,100
19,41,SPONTANEOUS_ADVENTURER,1,1,1,0,0,0,1,3,0,0,0,1.0,0.6,0.0,0.0,0.0,49.5,0.823,1,1,44402,1,YES,1,3,100
19,55,SPONTANEOUS_ADVENTURER,0,1,0,1,0,1,1,3,0,0,1,1.0,0.6,0.0,0.0,1.0,66.17,0.9841,1,1,60912,1,SUPER_LIKE,1,3,100
19,13,SPONTANEOUS_ADVENTURER,0,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,29.17,0.5848,1,1,34513,1,SAVE_ONLY,0,1,61.25
19,365,SPONTANEOUS_ADVENTURER,2,1,0,0,0,1,1,2,2,1,1,1.0,0.5,1.0,1.0,1.0,72.5,1.0,1,1,60149,0,YES,1,3,100
19,696,SPONTANEOUS_ADVENTURER,1,2,1,0,0,0,1,1,0,1,0,1.0,0.1429,0.0,1.0,0.0,44.52,0.5108,1,1,37703,1,SAVE_ONLY,0,1,77.72
19,312,SPONTANEOUS_ADVENTURER,2,0,1,0,1,0,1,1,0,0,1,0.5,0.1667,0.0,0.0,1.0,35.83,0.6443,0,0,0,0,YES,0,2,57.83
19,463,SPONTANEOUS_ADVENTURER,0,1,0,1,0,1,1,2,1,0,1,1.0,0.3333,0.3333,0.0,1.0,64.17,1.0,1,1,60066,0,SUPER_LIKE,1,3,100
19,556,SPONTANEOUS_ADVENTURER,2,1,0,0,0,1,1,0,0,1,1,1.0,0.0,0.0,1.0,1.0,52.5,0.6541,1,0,0,0,YES,0,2,74.5
19,404,SPONTANEOUS_ADVENTURER,0,2,0,1,0,1,1,1,1,0,1,0.5,0.1667,0.3333,0.0,1.0,45.0,0.4901,1,1,31547,0,NO,0,1,46.04
19,363,SPONTANEOUS_ADVENTURER,2,0,1,0,1,0,1,1,1,1,1,1.0,0.1429,0.3333,1.0,1.0,58.69,0.8832,1,1,52788,0,YES,1,3,100
19,351,SPONTANEOUS_ADVENTURER,2,0,1,0,1,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,37.5,0.5897,1,1,30436,1,SAVE_ONLY,0,1,68.15
19,732,SPONTANEOUS_ADVENTURER,2,0,1,0,1,0,1,2,0,0,1,1.0,0.5,0.0,0.0,1.0,52.5,0.7181,1,1,42772,0,YES,1,3,100
19,804,SPONTANEOUS_ADVENTURER,2,1,1,0,0,0,1,1,0,1,0,1.0,0.1429,0.0,1.0,0.0,44.52,0.7078,1,1,51695,0,YES,1,3,100
19,512,SPONTANEOUS_ADVENTURER,0,1,0,1,0,1,1,2,0,0,1,0.5,0.3333,0.0,0.0,1.0,50.83,0.8591,1,1,56125,1,YES,1,3,100
20,642,BUDGET_CONSCIOUS,1,0,2,0,1,0,1,1,0,0,0,0.5,0.2,0.0,0.0,0.0,31.5,0.4105,0,0,0,0,NO,0,0,13.5
20,332,BUDGET_CONSCIOUS,1,1,0,0,0,1,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,33.33,0.3851,1,1,19582,0,NO,0,1,30.18
20,365,BUDGET_CONSCIOUS,0,1,1,1,0,0,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,33.33,0.3472,0,0,0,0,NO,0,0,15.33
20,13,BUDGET_CONSCIOUS,2,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11.67,0.0,0,0,0,0,NO,0,0,0
20,906,BUDGET_CONSCIOUS,2,2,0,0,0,1,1,0,0,0,0,0.3333,0.0,0.0,0.0,0.0,18.33,0.0,0,0,0,0,NO,0,0,0.33
20,800,BUDGET_CONSCIOUS,2,1,2,0,0,0,1,1,0,0,0,0.5,0.2,0.0,0.0,0.0,19.83,0.0,0,0,0,0,NO,0,0,1.83
20,1015,BUDGET_CONSCIOUS,2,1,2,0,0,0,1,0,0,0,0,0.3333,0.0,0.0,0.0,0.0,12.5,0.0,0,0,0,0,NO,0,0,0
20,387,BUDGET_CONSCIOUS,0,1,0,1,0,1,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,39.17,0.436,0,0,0,0,NO,0,0,21.17
20,886,BUDGET_CONSCIOUS,1,1,2,0,0,0,1,0,0,0,0,0.3333,0.0,0.0,0.0,0.0,18.33,0.2914,0,0,0,0,NO,0,0,0.33
20,287,BUDGET_CONSCIOUS,0,1,1,1,0,0,1,2,0,1,0,0.3333,0.4,0.0,1.0,0.0,48.0,0.7135,1,0,0,0,YES,1,3,100
20,938,BUDGET_CONSCIOUS,0,2,0,1,0,1,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,33.33,0.4727,1,0,0,1,SAVE_ONLY,0,1,45.33
20,880,BUDGET_CONSCIOUS,1,1,2,0,0,0,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,21.67,0.1067,0,0,0,0,NO,0,0,3.67
20,90,BUDGET_CONSCIOUS,1,0,0,0,1,1,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,39.17,0.401,0,0,0,0,NO,0,0,21.17
20,976,BUDGET_CONSCIOUS,1,1,2,0,0,0,1,1,1,0,0,0.5,0.1667,0.5,0.0,0.0,30.0,0.2452,0,0,0,0,NO,0,0,12.0
20,941,BUDGET_CONSCIOUS,1,0,0,0,1,1,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,39.17,0.3745,0,0,0,0,NO,0,0,21.17
20,241,BUDGET_CONSCIOUS,0,2,2,1,0,0,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,21.67,0.4843,1,0,0,1,SAVE_ONLY,0,1,33.67
20,808,BUDGET_CONSCIOUS,1,2,1,0,0,0,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,21.67,0.1144,0,0,0,0,NO,0,0,3.67
20,845,BUDGET_CONSCIOUS,1,1,2,0,0,0,1,1,0,0,0,0.5,0.1667,0.0,0.0,0.0,25.0,0.235,0,0,0,0,NO,0,0,7.0
20,63,BUDGET_CONSCIOUS,2,1,1,0,0,0,1,2,0,1,1,0.5,0.3333,0.0,1.0,1.0,43.33,0.1853,1,0,0,0,NO,0,0,25.33
20,35,BUDGET_CONSCIOUS,0,1,2,1,0,0,2,1,1,0,0,1.0,0.25,1.0,0.0,0.0,52.5,0.6704,1,1,46560,1,YES,0,2,100
21,560,SELECTIVE_PLANNER,0,1,0,1,0,1,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,54.17,0.2732,1,0,0,0,NO,0,0,36.17
21,57,SELECTIVE_PLANNER,1,0,1,0,1,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,43.33,0.5248,1,0,0,0,NO,0,0,25.33
21,879,SELECTIVE_PLANNER,1,1,0,0,0,1,1,0,0,0,1,0.5,0.0,0.0,0.0,1.0,38.33,0.0526,0,0,0,0,NO,0,0,20.33
21,46,SELECTIVE_PLANNER,1,1,1,0,0,0,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,27.5,0.0878,0,0,0,0,NO,0,0,9.5
21,393,SELECTIVE_PLANNER,1,0,1,0,1,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,43.33,0.5454,1,0,0,0,NO,0,0,25.33
21,849,SELECTIVE_PLANNER,1,0,0,0,1,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,49.17,0.7504,0,0,0,0,YES,1,3,100
21,305,SELECTIVE_PLANNER,1,1,1,0,0,0,1,0,0,0,1,0.5,0.0,0.0,0.0,1.0,32.5,0.0891,1,0,0,0,NO,0,0,14.5
21,311,SELECTIVE_PLANNER,0,2,0,1,0,1,1,0,2,0,0,0.5,0.0,1.0,0.0,0.0,43.33,0.3093,0,0,0,0,NO,0,0,25.33
21,248,SELECTIVE_PLANNER,0,2,1,1,0,0,1,1,2,1,0,0.5,0.2,1.0,1.0,0.0,51.5,0.451,1,0,0,1,SAVE_ONLY,0,1,63.5
21,869,SELECTIVE_PLANNER,0,2,1,1,0,0,1,0,1,0,0,1.0,0.0,0.3333,0.0,0.0,40.83,0.2393,1,1,18300,0,NO,0,1,37.23
21,143,SELECTIVE_PLANNER,1,0,1,0,1,0,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,48.33,0.679,1,1,48420,1,YES,0,2,100
