actor_user_id,target_user_id,static_score,predicted_relevance_score,relevance_score,label,card_click,full_profile_open,dwell_time_ms,saved_profile
238,441,43.33,66.85499999999999,25.33,0,1,0,0,0
239,181,45.0,68.935625,57.0,1,0,0,0,1
239,11,29.17,39.34749999999999,33.15,1,1,1,39945,0
241,474,45.0,45.809861111111104,46.8,1,1,1,33701,0
242,518,47.5,54.812571428571424,69.5,2,0,0,0,0
242,970,24.17,6.847083333333337,6.17,0,0,0,0,0
243,70,69.17,99.99915923566878,100.0,3,1,1,48294,0
243,77,42.02,84.37310344827587,87.9,2,1,1,45383,0
243,149,46.19,33.733177083333324,28.19,0,1,0,0,0
245,993,40.36,99.19666666666667,100.0,3,1,1,47035,1
245,430,53.17,97.64866666666667,100.0,2,1,1,41375,1
245,321,30.0,61.630833333333335,35.16,1,1,1,43301,0
246,675,33.33,51.11882352941177,63.51,1,1,1,29086,1
246,381,33.33,18.976907630522078,15.33,0,1,0,0,0
246,226,33.33,18.976907630522078,15.33,0,1,0,0,0
248,711,66.0,99.99915923566878,100.0,3,1,1,52812,1
248,666,15.83,0.0076363636363636364,0.0,0,0,0,0,0
249,565,33.33,27.964615384615392,15.33,0,1,0,0,0
250,649,53.83,84.35571428571428,53.85,1,1,1,28615,0
251,810,48.17,54.88390410958904,100.0,3,1,0,0,0
252,187,34.0,36.47863636363636,34.08,1,1,1,28804,0
253,439,68.21,84.35571428571428,100.0,3,1,0,0,0
253,735,33.33,79.99333333333331,67.93,1,1,1,41721,1
253,36,39.17,65.7075806451613,51.17,1,0,0,0,1
253,917,41.5,63.35999999999999,23.5,0,1,0,0,0
253,854,49.17,54.88390410958904,31.17,0,0,0,0,0
255,185,43.33,61.362022471910095,55.33,1,1,0,0,1
256,206,63.17,92.88549382716049,75.17,1,0,0,0,1
256,516,48.33,74.38472222222224,60.33,1,0,0,0,1
257,676,62.5,92.88549382716049,96.5,2,0,0,0,1
257,84,59.17,80.81643274853802,57.84,1,1,1,24763,0
258,267,31.67,13.24,13.67,0,0,0,0,0
259,854,66.19,92.88549382716049,88.19,2,1,0,0,0
259,407,59.17,80.81643274853802,81.17,2,0,0,0,0
261,132,47.5,68.59018518518518,81.5,2,0,0,0,1
261,810,31.5,63.71999999999999,64.28,1,1,1,36525,1
261,999,36.5,51.81103448275863,48.5,1,0,0,0,1
261,554,32.5,27.70640000000001,29.19,1,1,1,19125,0
261,706,30.83,13.24,12.83,0,0,0,0,0
263,809,45.5,45.809861111111104,46.03,1,1,1,30098,0
264,215,43.33,36.20358974358974,25.33,0,1,0,0,0
265,279,57.33,80.81643274853802,100.0,3,1,0,0,0
267,321,40.0,55.024576271186454,62.0,2,0,0,0,0
267,932,27.5,39.34749999999999,29.25,1,1,1,33584,0
268,952,49.17,84.05257142857143,71.17,2,0,0,0,0
269,851,61.33,99.99915923566878,100.0,3,1,1,49120,1
269,821,42.5,78.37366666666667,100.0,3,1,1,39003,1
270,135,76.67,99.99915923566878,100.0,3,1,1,66354,0
270,729,50.0,92.56652173913042,100.0,2,1,1,36695,1
270,239,38.69,76.90025641025639,82.77,2,1,1,40238,0
270,620,18.33,1.0724444444444443,0.33,0,0,0,0,0
271,106,88.33,99.14892857142857,100.0,3,0,0,0,1
271,675,68.5,47.43179487179487,50.5,0,0,0,0,0
272,855,75.0,99.14892857142857,100.0,3,1,0,0,1
272,683,38.33,57.928125,50.33,1,0,0,0,1
273,565,33.33,70.01521739130435,65.4,1,1,1,34495,1
273,123,31.67,39.34749999999999,75.91,2,1,1,40675,0
273,316,50.83,36.20358974358974,32.83,0,0,0,0,0
274,1014,90.0,99.99915923566878,100.0,3,1,1,63589,1
274,685,38.33,38.5212,38.27,1,1,1,28391,0
275,379,36.67,68.2207894736842,66.86,1,1,1,29128,1
276,584,37.5,53.011842105263156,49.5,1,1,0,0,1
277,696,83.33,99.99915923566878,100.0,3,1,1,55467,1
277,292,57.5,82.2016993464052,69.5,1,1,0,0,1
278,39,40.36,54.46071428571429,43.05,1,1,1,36249,0
279,642,38.33,68.2207894736842,69.51,1,1,1,31930,1
279,476,42.5,38.5212,39.31,1,1,1,19452,0
279,288,43.33,33.733177083333324,25.33,0,1,0,0,0
279,536,27.5,9.6915,9.5,0,1,0,0,0
280,513,54.05,99.99915923566878,100.0,3,1,1,48796,1
280,137,48.33,72.826,79.52,1,1,1,31985,1
281,251,31.67,16.633636363636363,13.67,0,1,0,0,0
283,561,71.67,99.99915923566878,100.0,3,1,1,68171,0
284,406,60.0,97.48826086956524,93.07,1,1,1,37339,1
284,878,48.21,74.90462962962964,70.21,2,0,0,0,0
284,954,51.5,36.20358974358974,33.5,0,0,0,0,0
284,13,23.33,4.477469879518073,5.33,0,0,0,0,0
286,422,54.17,80.81643274853802,76.17,2,0,0,0,0
286,570,37.5,18.976907630522078,59.5,2,0,0,0,0
287,90,27.5,9.6915,9.5,0,0,0,0,0
288,726,43.33,33.733177083333324,25.33,0,0,0,0,0
289,738,47.5,94.19607142857141,52.69,1,1,1,43390,0
291,753,53.33,93.17649999999999,100.0,2,1,1,37192,1
291,1017,29.17,63.71999999999999,62.03,1,1,1,36754,1
